Time (sec)	¥ÄZ/Z0 (%)	¥ÄZ/Z0 (%) with a smoothing filter
878.137	9.1301	10.19992
878.237	9.11279	10.20262
878.336	9.09451	10.20531
878.435	9.07656	10.208
878.534	9.05967	10.21069
878.634	9.04361	10.21337
878.733	9.02799	10.21605
878.832	9.01211	10.21872
878.932	8.99639	10.2214
879.031	8.97942	10.22406
879.13	8.96049	10.22672
879.23	8.93956	10.22938
879.329	8.91653	10.23203
879.428	8.89264	10.23469
879.527	8.86918	10.23734
879.627	8.84739	10.23999
879.726	8.82604	10.24265
879.825	8.80539	10.2453
879.925	8.78563	10.24796
880.024	8.76625	10.25062
880.123	8.74903	10.25327
880.223	8.73505	10.25593
880.322	8.72468	10.25859
880.421	8.71845	10.26124
880.521	8.71613	10.26388
880.62	8.71745	10.26653
880.719	8.72117	10.26916
880.818	8.72752	10.27178
880.918	8.73591	10.2744
881.017	8.74593	10.277
881.116	8.75797	10.2796
881.216	8.77061	10.28219
881.315	8.78398	10.28477
881.414	8.79751	10.28735
881.514	8.81124	10.28992
881.613	8.82576	10.29248
881.712	8.84179	10.29504
881.812	8.85949	10.29759
881.911	8.87838	10.30013
882.01	8.89767	10.30267
882.109	8.91636	10.3052
882.209	8.93397	10.30773
882.308	8.95051	10.31025
882.407	8.96716	10.31276
882.507	8.98425	10.31527
882.606	9.00302	10.31777
882.705	9.02398	10.32026
882.804	9.04659	10.32276
882.904	9.06998	10.32525
883.003	9.0928	10.32774
883.102	9.11511	10.33022
883.202	9.13668	10.3327
883.301	9.15822	10.33518
883.4	9.18094	10.33765
883.5	9.20405	10.34013
883.599	9.22828	10.34259
883.698	9.25291	10.34506
883.798	9.27694	10.34752
883.897	9.30075	10.34998
883.996	9.32342	10.35244
884.095	9.34557	10.35489
884.195	9.36744	10.35734
884.294	9.38902	10.35978
884.393	9.40987	10.36222
884.493	9.42979	10.36465
884.592	9.44846	10.36707
884.691	9.46578	10.36949
884.791	9.48256	10.3719
884.89	9.49866	10.37431
884.989	9.51498	10.37671
885.089	9.53119	10.3791
885.188	9.54712	10.3815
885.287	9.56315	10.38388
885.386	9.57824	10.38626
885.486	9.59297	10.38864
885.585	9.60785	10.39101
885.684	9.62338	10.39338
885.784	9.64014	10.39575
885.883	9.65836	10.39812
885.982	9.67768	10.40049
886.081	9.69705	10.40287
886.181	9.71654	10.40524
886.28	9.73637	10.40761
886.379	9.75676	10.40999
886.479	9.77907	10.41237
886.578	9.80286	10.41475
886.677	9.82832	10.41713
886.777	9.85481	10.41952
886.876	9.88121	10.42191
886.975	9.90787	10.42431
887.075	9.93401	10.42671
887.174	9.95955	10.42912
887.273	9.98383	10.43153
887.372	10.00614	10.43395
887.472	10.02549	10.43637
887.571	10.04165	10.43879
887.67	10.05522	10.44122
887.77	10.06601	10.44365
887.869	10.07506	10.44608
887.968	10.08378	10.44852
888.068	10.09282	10.45096
888.167	10.10319	10.45341
888.266	10.11471	10.45586
888.366	10.12595	10.45832
888.465	10.13661	10.46078
888.564	10.14653	10.46325
888.663	10.15638	10.46572
888.763	10.16725	10.46819
888.862	10.17922	10.47067
888.961	10.19205	10.47315
889.061	10.2056	10.47564
889.16	10.21941	10.47813
889.259	10.2336	10.48063
889.358	10.24882	10.48313
889.458	10.2651	10.48564
889.557	10.28278	10.48815
889.656	10.30231	10.49067
889.756	10.32226	10.49319
889.855	10.34262	10.49571
889.954	10.36321	10.49823
890.054	10.38337	10.50076
890.153	10.40392	10.50329
890.252	10.42479	10.50582
890.352	10.44547	10.50836
890.451	10.4658	10.51089
890.55	10.48553	10.51343
890.649	10.50405	10.51596
890.749	10.52151	10.5185
890.848	10.5383	10.52104
890.947	10.55466	10.52358
891.047	10.57102	10.52612
891.146	10.58727	10.52866
891.245	10.60311	10.53119
891.345	10.61846	10.53372
891.444	10.63297	10.53626
891.543	10.64702	10.53879
891.643	10.66126	10.54131
891.742	10.67538	10.54384
891.841	10.69	10.54636
891.94	10.70506	10.54888
892.04	10.72004	10.5514
892.139	10.73557	10.55392
892.238	10.75159	10.55644
892.338	10.76825	10.55895
892.437	10.78532	10.56146
892.536	10.80266	10.56398
892.635	10.82002	10.56648
892.735	10.83777	10.56899
892.834	10.85602	10.5715
892.933	10.87435	10.57401
893.033	10.89247	10.57652
893.132	10.90954	10.57903
893.231	10.92536	10.58153
893.331	10.93998	10.58404
893.43	10.95352	10.58655
893.529	10.96606	10.58906
893.629	10.97719	10.59156
893.728	10.9871	10.59407
893.827	10.9963	10.59658
893.926	11.00525	10.59909
894.026	11.01487	10.60161
894.125	11.0245	10.60411
894.224	11.03356	10.60662
894.324	11.0419	10.60912
894.423	11.04889	10.61163
894.522	11.05564	10.61413
894.622	11.06204	10.61662
894.721	11.06797	10.61912
894.82	11.0733	10.62162
894.919	11.07752	10.62411
895.019	11.08097	10.62661
895.118	11.08322	10.6291
895.217	11.08461	10.6316
895.317	11.08534	10.6341
895.416	11.08555	10.63661
895.515	11.08548	10.63911
895.615	11.08476	10.64161
895.714	11.0833	10.64412
895.813	11.08054	10.64662
895.912	11.0771	10.64912
896.012	11.07319	10.65162
896.111	11.06834	10.65411
896.21	11.06263	10.6566
896.31	11.05616	10.65909
896.409	11.04894	10.66157
896.508	11.04169	10.66405
896.608	11.03412	10.66653
896.707	11.0256	10.669
896.806	11.01645	10.67147
896.906	11.00604	10.67393
897.005	10.9954	10.67639
897.104	10.98445	10.67885
897.203	10.97326	10.6813
897.303	10.96268	10.68375
897.402	10.95259	10.68619
897.501	10.94361	10.68863
897.601	10.93554	10.69107
897.7	10.92789	10.69351
897.799	10.92093	10.69594
897.899	10.91504	10.69837
897.998	10.91117	10.7008
898.097	10.91014	10.70323
898.196	10.91164	10.70566
898.296	10.915	10.70809
898.395	10.91906	10.71052
898.494	10.92325	10.71295
898.594	10.92706	10.71538
898.693	10.93043	10.71781
898.792	10.93439	10.72023
898.892	10.93805	10.72266
898.991	10.94302	10.72508
899.09	10.95062	10.7275
899.189	10.96013	10.72991
899.289	10.97287	10.73232
899.388	10.98737	10.73473
899.487	11.00263	10.73714
899.587	11.01856	10.73954
899.686	11.03611	10.74193
899.785	11.0556	10.74432
899.885	11.07675	10.7467
899.984	11.09936	10.74907
900.083	11.12216	10.75144
900.183	11.14389	10.7538
900.282	11.16451	10.75615
900.381	11.18397	10.75849
900.48	11.20149	10.76083
900.58	11.21792	10.76318
900.679	11.23403	10.76552
900.778	11.24902	10.76786
900.878	11.26329	10.7702
900.977	11.27693	10.77254
901.076	11.28931	10.77488
901.176	11.30203	10.77723
901.275	11.31555	10.77958
901.374	11.33057	10.78193
901.473	11.34741	10.78428
901.573	11.3651	10.78664
901.672	11.38239	10.789
901.771	11.39844	10.79136
901.871	11.41278	10.79372
901.97	11.42556	10.79609
902.069	11.43798	10.79845
902.169	11.45013	10.80081
902.268	11.46272	10.80318
902.367	11.47533	10.80553
902.466	11.48733	10.80789
902.566	11.4984	10.81025
902.665	11.5081	10.81261
902.764	11.51684	10.81496
902.864	11.52492	10.81732
902.963	11.53316	10.81967
903.062	11.54084	10.82202
903.162	11.54841	10.82438
903.261	11.5549	10.82673
903.36	11.55955	10.82908
903.46	11.56285	10.83143
903.559	11.56392	10.83377
903.658	11.56463	10.83612
903.757	11.56525	10.83846
903.857	11.56636	10.8408
903.956	11.56885	10.84313
904.055	11.57167	10.84545
904.155	11.57473	10.84777
904.254	11.57746	10.85009
904.353	11.58041	10.8524
904.453	11.58434	10.85471
904.552	11.58961	10.85701
904.651	11.59679	10.85932
904.75	11.60482	10.86163
904.85	11.61328	10.86394
904.949	11.62125	10.86625
905.048	11.62864	10.86857
905.148	11.63599	10.87089
905.247	11.64338	10.87322
905.346	11.65165	10.87555
905.446	11.66092	10.87789
905.545	11.67053	10.88024
905.644	11.67978	10.88259
905.743	11.68836	10.88495
905.843	11.69545	10.88731
905.942	11.7015	10.88968
906.041	11.70704	10.89205
906.141	11.71208	10.89443
906.24	11.71656	10.89681
906.339	11.7199	10.8992
906.439	11.7212	10.90159
906.538	11.72048	10.90398
906.637	11.71712	10.90638
906.737	11.71136	10.90877
906.836	11.70439	10.91117
906.935	11.69622	10.91357
907.034	11.68748	10.91596
907.134	11.67869	10.91836
907.233	11.67002	10.92077
907.332	11.6617	10.92317
907.432	11.65543	10.92558
907.531	11.65216	10.92799
907.63	11.65183	10.93041
907.73	11.65543	10.93282
907.829	11.6621	10.93524
907.928	11.67003	10.93766
908.027	11.67845	10.94008
908.127	11.68673	10.9425
908.226	11.69466	10.94492
908.325	11.70356	10.94734
908.425	11.71454	10.94975
908.524	11.72739	10.95217
908.623	11.74188	10.95458
908.723	11.75716	10.95698
908.822	11.772	10.95939
908.921	11.7863	10.96179
909.02	11.79942	10.96419
909.12	11.81186	10.96659
909.219	11.82398	10.96899
909.318	11.83532	10.97138
909.418	11.84575	10.97377
909.517	11.85469	10.97615
909.616	11.86176	10.97853
909.716	11.86769	10.98091
909.815	11.87261	10.98327
909.914	11.87645	10.98564
910.014	11.87976	10.98799
910.113	11.88191	10.99035
910.212	11.88328	10.9927
910.311	11.88444	10.99506
910.411	11.88531	10.99741
910.51	11.88699	10.99975
910.609	11.88954	11.00209
910.709	11.89327	11.00443
910.808	11.89794	11.00676
910.907	11.9022	11.0091
911.007	11.90653	11.01142
911.106	11.9107	11.01374
911.205	11.91465	11.01606
911.304	11.91947	11.01837
911.404	11.92528	11.02067
911.503	11.93181	11.02297
911.602	11.93881	11.02526
911.702	11.94577	11.02755
911.801	11.95217	11.02983
911.9	11.95762	11.03211
912	11.96303	11.03438
912.099	11.96877	11.03665
912.198	11.9747	11.03892
912.297	11.98091	11.04119
912.397	11.98725	11.04347
912.496	11.99318	11.04574
912.595	11.99885	11.04802
912.695	12.00427	11.05029
912.794	12.00883	11.05257
912.893	12.01327	11.05485
912.993	12.01772	11.05712
913.092	12.0227	11.05939
913.191	12.02852	11.06167
913.291	12.03382	11.06394
913.39	12.03847	11.06621
913.489	12.04222	11.06848
913.588	12.04585	11.07075
913.688	12.0498	11.07302
913.787	12.05416	11.07529
913.886	12.05815	11.07756
913.986	12.06051	11.07983
914.085	12.06169	11.08211
914.184	12.06111	11.0844
914.284	12.05896	11.08669
914.383	12.05595	11.089
914.482	12.05238	11.09133
914.581	12.04875	11.09366
914.681	12.04552	11.09601
914.78	12.04218	11.09836
914.879	12.03855	11.10073
914.979	12.03448	11.1031
915.078	12.02989	11.10548
915.177	12.02524	11.10786
915.277	12.02063	11.11024
915.376	12.01572	11.11262
915.475	12.01091	11.11499
915.574	12.00641	11.11737
915.674	12.00204	11.11974
915.773	11.99855	11.1221
915.872	11.99536	11.12445
915.972	11.99233	11.12679
916.071	11.98983	11.12913
916.17	11.98781	11.13145
916.27	11.9863	11.13376
916.369	11.98514	11.13606
916.468	11.98334	11.13836
916.568	11.9807	11.14065
916.667	11.97798	11.14294
916.766	11.9748	11.14522
916.865	11.97205	11.14751
916.965	11.96951	11.14979
917.064	11.96693	11.15208
917.163	11.96408	11.15436
917.263	11.96047	11.15664
917.362	11.95584	11.15892
917.461	11.95003	11.16119
917.561	11.94412	11.16345
917.66	11.93856	11.16571
917.759	11.93378	11.16796
917.858	11.92994	11.17019
917.958	11.9259	11.17242
918.057	11.92169	11.17463
918.156	11.91707	11.17683
918.256	11.91149	11.17901
918.355	11.90614	11.18117
918.454	11.90091	11.18332
918.554	11.89599	11.18545
918.653	11.89187	11.18757
918.752	11.88728	11.18966
918.851	11.88257	11.19173
918.951	11.87776	11.19378
919.05	11.87233	11.19581
919.149	11.86745	11.19782
919.249	11.86186	11.1998
919.348	11.85597	11.20177
919.447	11.84998	11.20371
919.547	11.84325	11.20564
919.646	11.83673	11.20755
919.745	11.83023	11.20944
919.845	11.82403	11.21132
919.944	11.81922	11.21319
920.043	11.8149	11.21505
920.142	11.81177	11.2169
920.242	11.80925	11.21873
920.341	11.80643	11.22055
920.44	11.80379	11.22235
920.54	11.80038	11.22412
920.639	11.79674	11.22587
920.738	11.79377	11.2276
920.838	11.79174	11.22929
920.937	11.79095	11.23096
921.036	11.79129	11.23259
921.135	11.79175	11.2342
921.235	11.79201	11.23577
921.334	11.79206	11.23732
921.433	11.79214	11.23884
921.533	11.79249	11.24034
921.632	11.7931	11.2418
921.731	11.79384	11.24324
921.831	11.79457	11.24465
921.93	11.79555	11.24604
922.029	11.79665	11.2474
922.128	11.79783	11.24873
922.228	11.79898	11.25004
922.327	11.79988	11.25133
922.426	11.80093	11.25259
922.526	11.80229	11.25383
922.625	11.80354	11.25504
922.724	11.80426	11.25623
922.824	11.80425	11.25739
922.923	11.80354	11.25853
923.022	11.80307	11.25964
923.122	11.80271	11.26073
923.221	11.80367	11.2618
923.32	11.80552	11.26285
923.419	11.80738	11.26387
923.519	11.81029	11.26487
923.618	11.81249	11.26585
923.717	11.8146	11.26681
923.817	11.8169	11.26777
923.916	11.81918	11.26871
924.015	11.82261	11.26964
924.115	11.82669	11.27054
924.214	11.83168	11.27142
924.313	11.83709	11.27227
924.412	11.84216	11.2731
924.512	11.84696	11.2739
924.611	11.85114	11.27469
924.71	11.85494	11.27546
924.81	11.85857	11.2762
924.909	11.86224	11.27693
925.008	11.86559	11.27764
925.108	11.86807	11.27833
925.207	11.86973	11.27901
925.306	11.87072	11.27966
925.405	11.87168	11.2803
925.505	11.87308	11.28093
925.604	11.87557	11.28154
925.703	11.87815	11.28214
925.803	11.881	11.28272
925.902	11.88405	11.28329
926.001	11.88694	11.28385
926.101	11.89043	11.2844
926.2	11.89463	11.28494
926.299	11.89987	11.28547
926.399	11.90603	11.28598
926.498	11.91325	11.28649
926.597	11.92126	11.28698
926.696	11.93025	11.28747
926.796	11.9398	11.28794
926.895	11.95012	11.28841
926.994	11.96129	11.28886
927.094	11.97297	11.28931
927.193	11.98549	11.28974
927.292	11.99845	11.29016
927.392	12.01173	11.29056
927.491	12.02484	11.29096
927.59	12.03756	11.29135
927.689	12.04946	11.29174
927.789	12.0608	11.29211
927.888	12.07178	11.29249
927.987	12.08206	11.29286
928.087	12.09194	11.29322
928.186	12.10078	11.29359
928.285	12.10855	11.29395
928.385	12.11527	11.29431
928.484	12.12098	11.29468
928.583	12.12571	11.29504
928.682	12.12956	11.2954
928.782	12.13301	11.29576
928.881	12.13597	11.29612
928.98	12.13902	11.29648
929.08	12.14183	11.29685
929.179	12.14462	11.29721
929.278	12.14729	11.29758
929.378	12.14975	11.29795
929.477	12.15253	11.29833
929.576	12.15596	11.29871
929.676	12.16029	11.29911
929.775	12.16571	11.29952
929.874	12.17236	11.29993
929.973	12.18012	11.30036
930.073	12.18926	11.30079
930.172	12.19975	11.30123
930.271	12.21173	11.30168
930.371	12.22461	11.30214
930.47	12.23798	11.30261
930.569	12.25151	11.3031
930.669	12.26455	11.3036
930.768	12.27725	11.30411
930.867	12.28965	11.30464
930.966	12.30134	11.30518
931.066	12.31254	11.30575
931.165	12.32315	11.30633
931.264	12.33301	11.30694
931.364	12.34248	11.30756
931.463	12.35179	11.30821
931.562	12.36024	11.30889
931.662	12.36826	11.30958
931.761	12.37549	11.3103
931.86	12.3824	11.31104
931.959	12.38947	11.31181
932.059	12.39608	11.3126
932.158	12.40276	11.31341
932.257	12.40877	11.31425
932.357	12.41358	11.3151
932.456	12.4172	11.31598
932.555	12.4195	11.31689
932.655	12.4203	11.31782
932.754	12.42123	11.31879
932.853	12.42254	11.31978
932.953	12.42443	11.3208
933.052	12.42693	11.32185
933.151	12.42913	11.32293
933.25	12.43106	11.32403
933.35	12.43253	11.32517
933.449	12.43403	11.32634
933.548	12.4353	11.32753
933.648	12.43678	11.32876
933.747	12.43749	11.33001
933.846	12.43715	11.3313
933.946	12.43611	11.33261
934.045	12.43383	11.33396
934.144	12.43106	11.33532
934.243	12.42823	11.33671
934.343	12.42553	11.33811
934.442	12.42246	11.33952
934.541	12.4194	11.34095
934.641	12.41564	11.34239
934.74	12.41102	11.34384
934.839	12.40634	11.34529
934.939	12.40182	11.34676
935.038	12.39851	11.34824
935.137	12.39633	11.34972
935.236	12.39474	11.35121
935.336	12.39328	11.35272
935.435	12.39122	11.35423
935.534	12.3889	11.35576
935.634	12.3868	11.3573
935.733	12.38505	11.35886
935.832	12.38429	11.36043
935.932	12.38421	11.36202
936.031	12.38466	11.36363
936.13	12.38528	11.36526
936.23	12.38505	11.3669
936.329	12.38375	11.36857
936.428	12.38159	11.37024
936.527	12.37934	11.37194
936.627	12.3771	11.37364
936.726	12.37512	11.37535
936.825	12.37293	11.37706
936.925	12.36964	11.37878
937.024	12.36547	11.38051
937.123	12.3608	11.38223
937.223	12.3556	11.38396
937.322	12.35094	11.3857
937.421	12.34639	11.38743
937.52	12.34096	11.38916
937.62	12.33522	11.3909
937.719	12.32788	11.39264
937.818	12.31847	11.39437
937.918	12.30827	11.39611
938.017	12.29779	11.39785
938.116	12.28763	11.39959
938.216	12.27943	11.40132
938.315	12.27166	11.40306
938.414	12.26386	11.40479
938.513	12.2558	11.40653
938.613	12.24703	11.40826
938.712	12.23833	11.41
938.811	12.22905	11.41174
938.911	12.21955	11.41348
939.01	12.20922	11.41523
939.109	12.19774	11.41697
939.209	12.1857	11.41871
939.308	12.17306	11.42044
939.407	12.16067	11.42216
939.507	12.14937	11.42387
939.606	12.13861	11.42557
939.705	12.12855	11.42726
939.804	12.1182	11.42892
939.904	12.10727	11.43057
940.003	12.09628	11.43221
940.102	12.08441	11.43382
940.202	12.07277	11.43541
940.301	12.06108	11.43698
940.4	12.04916	11.43854
940.5	12.03735	11.44008
940.599	12.02434	11.44161
940.698	12.01024	11.44313
940.797	11.99473	11.44464
940.897	11.97755	11.44615
940.996	11.95987	11.44765
941.095	11.94181	11.44914
941.195	11.92395	11.45062
941.294	11.90612	11.45209
941.393	11.88729	11.45356
941.493	11.86778	11.45502
941.592	11.84817	11.45647
941.691	11.82901	11.45791
941.79	11.8109	11.45934
941.89	11.79328	11.46076
941.989	11.77546	11.46217
942.088	11.7575	11.46358
942.188	11.73966	11.46497
942.287	11.72227	11.46636
942.386	11.7059	11.46774
942.486	11.69068	11.46911
942.585	11.6766	11.47047
942.684	11.66376	11.47182
942.784	11.65202	11.47315
942.883	11.64089	11.47448
942.982	11.62979	11.4758
943.081	11.6184	11.4771
943.181	11.60593	11.47839
943.28	11.5927	11.47967
943.379	11.57913	11.48094
943.479	11.56471	11.4822
943.578	11.54968	11.48344
943.677	11.5344	11.48467
943.777	11.51854	11.48587
943.876	11.50216	11.48705
943.975	11.48523	11.48821
944.074	11.46713	11.48936
944.174	11.44813	11.4905
944.273	11.42883	11.49164
944.372	11.40945	11.49276
944.472	11.38998	11.49388
944.571	11.37072	11.495
944.67	11.35156	11.4961
944.77	11.33223	11.4972
944.869	11.31283	11.4983
944.968	11.29336	11.49939
945.067	11.2738	11.50047
945.167	11.25438	11.50156
945.266	11.23547	11.50264
945.365	11.21608	11.50372
945.465	11.19675	11.5048
945.564	11.17688	11.50587
945.663	11.1572	11.50695
945.763	11.1382	11.50802
945.862	11.11959	11.5091
945.961	11.10209	11.51017
946.061	11.08475	11.51125
946.16	11.06748	11.51234
946.259	11.04946	11.51343
946.358	11.03073	11.51452
946.458	11.01141	11.51562
946.557	10.9918	11.51673
946.656	10.97203	11.51785
946.756	10.9522	11.51898
946.855	10.9319	11.52012
946.954	10.91161	11.52128
947.054	10.89147	11.52244
947.153	10.87151	11.52361
947.252	10.85355	11.5248
947.351	10.83757	11.52599
947.451	10.82418	11.5272
947.55	10.81334	11.52842
947.649	10.80429	11.52965
947.749	10.79634	11.53089
947.848	10.78926	11.53214
947.947	10.7835	11.5334
948.047	10.77823	11.53467
948.146	10.7743	11.53595
948.245	10.77113	11.53724
948.344	10.76774	11.53854
948.444	10.76388	11.53985
948.543	10.75861	11.54117
948.642	10.75242	11.54251
948.742	10.74555	11.54385
948.841	10.73873	11.54521
948.94	10.73224	11.54658
949.04	10.72645	11.54796
949.139	10.72105	11.54936
949.238	10.71553	11.55078
949.338	10.7102	11.55221
949.437	10.70487	11.55366
949.536	10.69931	11.55512
949.635	10.6943	11.5566
949.735	10.68932	11.5581
949.834	10.6835	11.55962
949.933	10.67719	11.56115
950.033	10.66997	11.56271
950.132	10.6617	11.56428
950.231	10.65311	11.56588
950.331	10.64433	11.5675
950.43	10.63518	11.56914
950.529	10.62614	11.5708
950.628	10.61694	11.57248
950.728	10.60788	11.57417
950.827	10.59937	11.57589
950.926	10.59181	11.57763
951.026	10.58528	11.57938
951.125	10.58016	11.58115
951.224	10.5759	11.58293
951.324	10.57232	11.58473
951.423	10.56895	11.58655
951.522	10.56608	11.58838
951.621	10.56418	11.59022
951.721	10.56333	11.59208
951.82	10.56413	11.59395
951.919	10.5659	11.59583
952.019	10.56837	11.59773
952.118	10.57108	11.59965
952.217	10.57429	11.60158
952.317	10.57811	11.60352
952.416	10.58316	11.60547
952.515	10.58919	11.60744
952.615	10.59646	11.60942
952.714	10.60417	11.61141
952.813	10.61122	11.61341
952.912	10.61699	11.61542
953.012	10.6208	11.61744
953.111	10.62363	11.61947
953.21	10.62653	11.62152
953.31	10.63066	11.62357
953.409	10.63615	11.62564
953.508	10.6423	11.62772
953.608	10.64817	11.6298
953.707	10.65394	11.6319
953.806	10.65996	11.634
953.905	10.66634	11.63612
954.005	10.67346	11.63823
954.104	10.68112	11.64036
954.203	10.68884	11.64249
954.303	10.6969	11.64463
954.402	10.70555	11.64677
954.501	10.7149	11.64891
954.601	10.72566	11.65107
954.7	10.73823	11.65322
954.799	10.75213	11.65538
954.898	10.76667	11.65754
954.998	10.78107	11.65971
955.097	10.79544	11.66188
955.196	10.80953	11.66405
955.296	10.82403	11.66622
955.395	10.83927	11.66839
955.494	10.85436	11.67056
955.594	10.86927	11.67273
955.693	10.88337	11.6749
955.792	10.89629	11.67707
955.892	10.90785	11.67924
955.991	10.91847	11.6814
956.09	10.92844	11.68356
956.189	10.93836	11.68572
956.289	10.94828	11.68787
956.388	10.95876	11.69001
956.487	10.97012	11.69215
956.587	10.98231	11.69428
956.686	10.99548	11.69641
956.785	11.0093	11.69852
956.885	11.0237	11.70063
956.984	11.03847	11.70273
957.083	11.05376	11.70482
957.182	11.06975	11.7069
957.282	11.08554	11.70897
957.381	11.10108	11.71102
957.48	11.11652	11.71307
957.58	11.13064	11.7151
957.679	11.14453	11.71713
957.778	11.15828	11.71914
957.878	11.17157	11.72113
957.977	11.18432	11.72312
958.076	11.19608	11.72509
958.175	11.20608	11.72704
958.275	11.21482	11.72897
958.374	11.22235	11.73088
958.473	11.22901	11.73278
958.573	11.23448	11.73464
958.672	11.23891	11.73649
958.771	11.24309	11.73831
958.871	11.24669	11.74011
958.97	11.25079	11.74187
959.069	11.2555	11.74362
959.169	11.26086	11.74534
959.268	11.26681	11.74704
959.367	11.27296	11.74872
959.466	11.27831	11.75038
959.566	11.28295	11.75202
959.665	11.28661	11.75364
959.764	11.29061	11.75525
959.864	11.29493	11.75683
959.963	11.29986	11.7584
960.062	11.30605	11.75994
